storefront,pf,storefront_id,tab,tab_id,page,section_index,section,section_id,section_ty,section_lo,iar,bg_style,card_source,card_index,card,card_id,card_ty,cty,cust_sc,source_url,request_url
Entertainment,regular,EBFB096C-CA11-4E32-A231-8A7FA15B5E13,Home,9EF17281-00E5-4C44-A480-A2FCD73E179C,2,5,Popular in Tamil Nadu,47D94CDE-80B9-4EF5-9F67-805D41EEC6D1,Container,carousel,0-2x3,{},direct_cd,7,Love Story,C4CE72B9-FC2A-4B1D-B7AA-779E1D0BD206,,movie,movies,,https://catalog-service.cms-qp.opt.quickplay.com/catalog/storefront/landingscreen?ipr=true&ivg=false&sfInfo=true&reg=in&dt=androidmobile&client=sony-sony-androidmobile&chrt=Sony1&cPageSize=10&pf=regular&cPageNumber=2&sfid=EBFB096C-CA11-4E32-A231-8A7FA15B5E13&tid=9EF17281-00E5-4C44-A480-A2FCD73E179C
Entertainment,regular,EBFB096C-CA11-4E32-A231-8A7FA15B5E13,Home,9EF17281-00E5-4C44-A480-A2FCD73E179C,2,5,Popular in Tamil Nadu,47D94CDE-80B9-4EF5-9F67-805D41EEC6D1,Container,carousel,0-2x3,{},direct_cd,8,Pani,6768EE6A-97F5-45D9-94B3-26006D1BF4EE,,movie,movies,,https://catalog-service.cms-qp.opt.quickplay.com/catalog/storefront/landingscreen?ipr=true&ivg=false&sfInfo=true&reg=in&dt=androidmobile&client=sony-sony-androidmobile&chrt=Sony1&cPageSize=10&pf=regular&cPageNumber=2&sfid=EBFB096C-CA11-4E32-A231-8A7FA15B5E13&tid=9EF17281-00E5-4C44-A480-A2FCD73E179C
Entertainment,regular,EBFB096C-CA11-4E32-A231-8A7FA15B5E13,Home,9EF17281-00E5-4C44-A480-A2FCD73E179C,2,5,Popular in Tamil Nadu,47D94CDE-80B9-4EF5-9F67-805D41EEC6D1,Container,carousel,0-2x3,{},direct_cd,9,Turbo (Malayalam),23910EDD-1F94-4102-9570-F21857220C67,,movie,movies,,https://catalog-service.cms-qp.opt.quickplay.com/catalog/storefront/landingscreen?ipr=true&ivg=false&sfInfo=true&reg=in&dt=androidmobile&client=sony-sony-androidmobile&chrt=Sony1&cPageSize=10&pf=regular&cPageNumber=2&sfid=EBFB096C-CA11-4E32-A231-8A7FA15B5E13&tid=9EF17281-00E5-4C44-A480-A2FCD73E179C
Entertainment,regular,EBFB096C-CA11-4E32-A231-8A7FA15B5E13,Home,9EF17281-00E5-4C44-A480-A2FCD73E179C,2,5,Popular in Tamil Nadu,47D94CDE-80B9-4EF5-9F67-805D41EEC6D1,Container,carousel,0-2x3,{},direct_cd,10,Ramarao On Duty (Telugu),49780183-D722-4A85-9264-53F0201AE6D6,,movie,movies,,https://catalog-service.cms-qp.opt.quickplay.com/catalog/storefront/landingscreen?ipr=true&ivg=false&sfInfo=true&reg=in&dt=androidmobile&client=sony-sony-androidmobile&chrt=Sony1&cPageSize=10&pf=regular&cPageNumber=2&sfid=EBFB096C-CA11-4E32-A231-8A7FA15B5E13&tid=9EF17281-00E5-4C44-A480-A2FCD73E179C
Entertainment,regular,EBFB096C-CA11-4E32-A231-8A7FA15B5E13,Home,9EF17281-00E5-4C44-A480-A2FCD73E179C,2,5,Popular in Tamil Nadu,47D94CDE-80B9-4EF5-9F67-805D41EEC6D1,Container,carousel,0-2x3,{},direct_cd,11,Aadavallu Meeku Joharlu (Telugu),6C21AF6A-82F7-4234-8DE5-C19AB89463E3,,movie,movies,,https://catalog-service.cms-qp.opt.quickplay.com/catalog/storefront/landingscreen?ipr=true&ivg=false&sfInfo=true&reg=in&dt=androidmobile&client=sony-sony-androidmobile&chrt=Sony1&cPageSize=10&pf=regular&cPageNumber=2&sfid=EBFB096C-CA11-4E32-A231-8A7FA15B5E13&tid=9EF17281-00E5-4C44-A480-A2FCD73E179C
Entertainment,regular,EBFB096C-CA11-4E32-A231-8A7FA15B5E13,Home,9EF17281-00E5-4C44-A480-A2FCD73E179C,2,5,Popular in Tamil Nadu,47D94CDE-80B9-4EF5-9F67-805D41EEC6D1,Container,carousel,0-2x3,{},direct_cd,12,Kalamkaval,9E5E87C6-254C-4D4D-8114-DA98315F1267,,movie,movies,,https://catalog-service.cms-qp.opt.quickplay.com/catalog/storefront/landingscreen?ipr=true&ivg=false&sfInfo=true&reg=in&dt=androidmobile&client=sony-sony-androidmobile&chrt=Sony1&cPageSize=10&pf=regular&cPageNumber=2&sfid=EBFB096C-CA11-4E32-A231-8A7FA15B5E13&tid=9EF17281-00E5-4C44-A480-A2FCD73E179C
Entertainment,regular,EBFB096C-CA11-4E32-A231-8A7FA15B5E13,Home,9EF17281-00E5-4C44-A480-A2FCD73E179C,2,5,Popular in Tamil Nadu,47D94CDE-80B9-4EF5-9F67-805D41EEC6D1,Container,carousel,0-2x3,{},direct_cd,13,Lucifer (Dub),12182656-1CB5-47B6-9451-63373380A9B2,,movie,movies,,https://catalog-service.cms-qp.opt.quickplay.com/catalog/storefront/landingscreen?ipr=true&ivg=false&sfInfo=true&reg=in&dt=androidmobile&client=sony-sony-androidmobile&chrt=Sony1&cPageSize=10&pf=regular&cPageNumber=2&sfid=EBFB096C-CA11-4E32-A231-8A7FA15B5E13&tid=9EF17281-00E5-4C44-A480-A2FCD73E179C
Entertainment,regular,EBFB096C-CA11-4E32-A231-8A7FA15B5E13,Home,9EF17281-00E5-4C44-A480-A2FCD73E179C,2,5,Popular in Tamil Nadu,47D94CDE-80B9-4EF5-9F67-805D41EEC6D1,Container,carousel,0-2x3,{},direct_cd,14,Por Thozhil (Tamil),C5A4E6CD-2DAD-4A79-AC22-C179AB82DBB9,,movie,movies,,https://catalog-service.cms-qp.opt.quickplay.com/catalog/storefront/landingscreen?ipr=true&ivg=false&sfInfo=true&reg=in&dt=androidmobile&client=sony-sony-androidmobile&chrt=Sony1&cPageSize=10&pf=regular&cPageNumber=2&sfid=EBFB096C-CA11-4E32-A231-8A7FA15B5E13&tid=9EF17281-00E5-4C44-A480-A2FCD73E179C
Entertainment,regular,EBFB096C-CA11-4E32-A231-8A7FA15B5E13,Home,9EF17281-00E5-4C44-A480-A2FCD73E179C,2,6,All Time Fan Favourites,E577CE57-D6C0-48A6-9090-4782202EFA5A,Container,carousel,0-2x3,{},direct_cd,1,Baby Girl,D3D1389A-D0FB-460E-BF4A-687D725845EE,,movie,movies,,https://catalog-service.cms-qp.opt.quickplay.com/catalog/storefront/landingscreen?ipr=true&ivg=false&sfInfo=true&reg=in&dt=androidmobile&client=sony-sony-androidmobile&chrt=Sony1&cPageSize=10&pf=regular&cPageNumber=2&sfid=EBFB096C-CA11-4E32-A231-8A7FA15B5E13&tid=9EF17281-00E5-4C44-A480-A2FCD73E179C
Entertainment,regular,EBFB096C-CA11-4E32-A231-8A7FA15B5E13,Home,9EF17281-00E5-4C44-A480-A2FCD73E179C,2,6,All Time Fan Favourites,E577CE57-D6C0-48A6-9090-4782202EFA5A,Container,carousel,0-2x3,{},direct_cd,2,Aadavallu Meeku Joharlu (Telugu),6C21AF6A-82F7-4234-8DE5-C19AB89463E3,,movie,movies,,https://catalog-service.cms-qp.opt.quickplay.com/catalog/storefront/landingscreen?ipr=true&ivg=false&sfInfo=true&reg=in&dt=androidmobile&client=sony-sony-androidmobile&chrt=Sony1&cPageSize=10&pf=regular&cPageNumber=2&sfid=EBFB096C-CA11-4E32-A231-8A7FA15B5E13&tid=9EF17281-00E5-4C44-A480-A2FCD73E179C
Entertainment,regular,EBFB096C-CA11-4E32-A231-8A7FA15B5E13,Home,9EF17281-00E5-4C44-A480-A2FCD73E179C,2,6,All Time Fan Favourites,E577CE57-D6C0-48A6-9090-4782202EFA5A,Container,carousel,0-2x3,{},direct_cd,3,Salute (Malayalam),56A8CCFF-62F1-48FD-8822-1D13ED6E4677,,movie,movies,,https://catalog-service.cms-qp.opt.quickplay.com/catalog/storefront/landingscreen?ipr=true&ivg=false&sfInfo=true&reg=in&dt=androidmobile&client=sony-sony-androidmobile&chrt=Sony1&cPageSize=10&pf=regular&cPageNumber=2&sfid=EBFB096C-CA11-4E32-A231-8A7FA15B5E13&tid=9EF17281-00E5-4C44-A480-A2FCD73E179C
Entertainment,regular,EBFB096C-CA11-4E32-A231-8A7FA15B5E13,Home,9EF17281-00E5-4C44-A480-A2FCD73E179C,2,6,All Time Fan Favourites,E577CE57-D6C0-48A6-9090-4782202EFA5A,Container,carousel,0-2x3,{},direct_cd,4,Thittam Irandu (Plan B),AA07A4DF-58BD-48FC-AF6D-B33FBC35C71A,,movie,movies,,https://catalog-service.cms-qp.opt.quickplay.com/catalog/storefront/landingscreen?ipr=true&ivg=false&sfInfo=true&reg=in&dt=androidmobile&client=sony-sony-androidmobile&chrt=Sony1&cPageSize=10&pf=regular&cPageNumber=2&sfid=EBFB096C-CA11-4E32-A231-8A7FA15B5E13&tid=9EF17281-00E5-4C44-A480-A2FCD73E179C
Entertainment,regular,EBFB096C-CA11-4E32-A231-8A7FA15B5E13,Home,9EF17281-00E5-4C44-A480-A2FCD73E179C,2,6,All Time Fan Favourites,E577CE57-D6C0-48A6-9090-4782202EFA5A,Container,carousel,0-2x3,{},direct_cd,5,Anthakshari (Malayalam),B8F28A24-C2C6-4A30-9837-0A7F52692823,,movie,movies,,https://catalog-service.cms-qp.opt.quickplay.com/catalog/storefront/landingscreen?ipr=true&ivg=false&sfInfo=true&reg=in&dt=androidmobile&client=sony-sony-androidmobile&chrt=Sony1&cPageSize=10&pf=regular&cPageNumber=2&sfid=EBFB096C-CA11-4E32-A231-8A7FA15B5E13&tid=9EF17281-00E5-4C44-A480-A2FCD73E179C
Entertainment,regular,EBFB096C-CA11-4E32-A231-8A7FA15B5E13,Home,9EF17281-00E5-4C44-A480-A2FCD73E179C,2,6,All Time Fan Favourites,E577CE57-D6C0-48A6-9090-4782202EFA5A,Container,carousel,0-2x3,{},direct_cd,6,James (Kannada),B4399E22-C953-4D96-BADD-A13AB016565F,,movie,movies,,https://catalog-service.cms-qp.opt.quickplay.com/catalog/storefront/landingscreen?ipr=true&ivg=false&sfInfo=true&reg=in&dt=androidmobile&client=sony-sony-androidmobile&chrt=Sony1&cPageSize=10&pf=regular&cPageNumber=2&sfid=EBFB096C-CA11-4E32-A231-8A7FA15B5E13&tid=9EF17281-00E5-4C44-A480-A2FCD73E179C
Entertainment,regular,EBFB096C-CA11-4E32-A231-8A7FA15B5E13,Home,9EF17281-00E5-4C44-A480-A2FCD73E179C,2,6,All Time Fan Favourites,E577CE57-D6C0-48A6-9090-4782202EFA5A,Container,carousel,0-2x3,{},direct_cd,7,Bramayugam (Malayalam),90D7BAE1-448B-49CC-9E8D-EE2505A1A551,,movie,movies,,https://catalog-service.cms-qp.opt.quickplay.com/catalog/storefront/landingscreen?ipr=true&ivg=false&sfInfo=true&reg=in&dt=androidmobile&client=sony-sony-androidmobile&chrt=Sony1&cPageSize=10&pf=regular&cPageNumber=2&sfid=EBFB096C-CA11-4E32-A231-8A7FA15B5E13&tid=9EF17281-00E5-4C44-A480-A2FCD73E179C
Entertainment,regular,EBFB096C-CA11-4E32-A231-8A7FA15B5E13,Home,9EF17281-00E5-4C44-A480-A2FCD73E179C,2,6,All Time Fan Favourites,E577CE57-D6C0-48A6-9090-4782202EFA5A,Container,carousel,0-2x3,{},direct_cd,8,Pravinkoodu Shappu,B28A6945-BEFD-4C30-8AB9-D75F8F08FDE7,,movie,movies,,https://catalog-service.cms-qp.opt.quickplay.com/catalog/storefront/landingscreen?ipr=true&ivg=false&sfInfo=true&reg=in&dt=androidmobile&client=sony-sony-androidmobile&chrt=Sony1&cPageSize=10&pf=regular&cPageNumber=2&sfid=EBFB096C-CA11-4E32-A231-8A7FA15B5E13&tid=9EF17281-00E5-4C44-A480-A2FCD73E179C
Entertainment,regular,EBFB096C-CA11-4E32-A231-8A7FA15B5E13,Home,9EF17281-00E5-4C44-A480-A2FCD73E179C,2,6,All Time Fan Favourites,E577CE57-D6C0-48A6-9090-4782202EFA5A,Container,carousel,0-2x3,{},direct_cd,9,Main Woh Aur Fuji,0756FC24-5EAB-4C5A-8A38-28508FD2880F,,movie,movies,,https://catalog-service.cms-qp.opt.quickplay.com/catalog/storefront/landingscreen?ipr=true&ivg=false&sfInfo=true&reg=in&dt=androidmobile&client=sony-sony-androidmobile&chrt=Sony1&cPageSize=10&pf=regular&cPageNumber=2&sfid=EBFB096C-CA11-4E32-A231-8A7FA15B5E13&tid=9EF17281-00E5-4C44-A480-A2FCD73E179C
Entertainment,regular,EBFB096C-CA11-4E32-A231-8A7FA15B5E13,Home,9EF17281-00E5-4C44-A480-A2FCD73E179C,2,6,All Time Fan Favourites,E577CE57-D6C0-48A6-9090-4782202EFA5A,Container,carousel,0-2x3,{},direct_cd,10,Christy (Malayalam),098297D9-3BCC-41A6-89AC-B6C02C54C146,,movie,movies,,https://catalog-service.cms-qp.opt.quickplay.com/catalog/storefront/landingscreen?ipr=true&ivg=false&sfInfo=true&reg=in&dt=androidmobile&client=sony-sony-androidmobile&chrt=Sony1&cPageSize=10&pf=regular&cPageNumber=2&sfid=EBFB096C-CA11-4E32-A231-8A7FA15B5E13&tid=9EF17281-00E5-4C44-A480-A2FCD73E179C
Entertainment,regular,EBFB096C-CA11-4E32-A231-8A7FA15B5E13,Home,9EF17281-00E5-4C44-A480-A2FCD73E179C,2,6,All Time Fan Favourites,E577CE57-D6C0-48A6-9090-4782202EFA5A,Container,carousel,0-2x3,{},direct_cd,11,Lucifer (Dub),12182656-1CB5-47B6-9451-63373380A9B2,,movie,movies,,https://catalog-service.cms-qp.opt.quickplay.com/catalog/storefront/landingscreen?ipr=true&ivg=false&sfInfo=true&reg=in&dt=androidmobile&client=sony-sony-androidmobile&chrt=Sony1&cPageSize=10&pf=regular&cPageNumber=2&sfid=EBFB096C-CA11-4E32-A231-8A7FA15B5E13&tid=9EF17281-00E5-4C44-A480-A2FCD73E179C
Entertainment,regular,EBFB096C-CA11-4E32-A231-8A7FA15B5E13,Home,9EF17281-00E5-4C44-A480-A2FCD73E179C,2,6,All Time Fan Favourites,E577CE57-D6C0-48A6-9090-4782202EFA5A,Container,carousel,0-2x3,{},direct_cd,12,Turbo (Malayalam),23910EDD-1F94-4102-9570-F21857220C67,,movie,movies,,https://catalog-service.cms-qp.opt.quickplay.com/catalog/storefront/landingscreen?ipr=true&ivg=false&sfInfo=true&reg=in&dt=androidmobile&client=sony-sony-androidmobile&chrt=Sony1&cPageSize=10&pf=regular&cPageNumber=2&sfid=EBFB096C-CA11-4E32-A231-8A7FA15B5E13&tid=9EF17281-00E5-4C44-A480-A2FCD73E179C
Entertainment,regular,EBFB096C-CA11-4E32-A231-8A7FA15B5E13,Home,9EF17281-00E5-4C44-A480-A2FCD73E179C,2,6,All Time Fan Favourites,E577CE57-D6C0-48A6-9090-4782202EFA5A,Container,carousel,0-2x3,{},direct_cd,13,Mirage,FA547895-DAFD-4945-AEF5-9D171AC03CFB,,movie,movies,,https://catalog-service.cms-qp.opt.quickplay.com/catalog/storefront/landingscreen?ipr=true&ivg=false&sfInfo=true&reg=in&dt=androidmobile&client=sony-sony-androidmobile&chrt=Sony1&cPageSize=10&pf=regular&cPageNumber=2&sfid=EBFB096C-CA11-4E32-A231-8A7FA15B5E13&tid=9EF17281-00E5-4C44-A480-A2FCD73E179C
Entertainment,regular,EBFB096C-CA11-4E32-A231-8A7FA15B5E13,Home,9EF17281-00E5-4C44-A480-A2FCD73E179C,2,6,All Time Fan Favourites,E577CE57-D6C0-48A6-9090-4782202EFA5A,Container,carousel,0-2x3,{},direct_cd,14,Marco,4118C923-519C-4B95-9511-829603B9EB5D,,movie,movies,,https://catalog-service.cms-qp.opt.quickplay.com/catalog/storefront/landingscreen?ipr=true&ivg=false&sfInfo=true&reg=in&dt=androidmobile&client=sony-sony-androidmobile&chrt=Sony1&cPageSize=10&pf=regular&cPageNumber=2&sfid=EBFB096C-CA11-4E32-A231-8A7FA15B5E13&tid=9EF17281-00E5-4C44-A480-A2FCD73E179C
Entertainment,regular,EBFB096C-CA11-4E32-A231-8A7FA15B5E13,Home,9EF17281-00E5-4C44-A480-A2FCD73E179C,2,7,Films Everyone's Watching,E69B7F63-1F17-4A3F-A893-E63432C92353,Container,carousel,0-2x3,{},direct_cd,1,Madhuvidhu,81FE417B-B74A-4F5C-BDA0-9CC8C0546A15,,movie,movies,,https://catalog-service.cms-qp.opt.quickplay.com/catalog/storefront/landingscreen?ipr=true&ivg=false&sfInfo=true&reg=in&dt=androidmobile&client=sony-sony-androidmobile&chrt=Sony1&cPageSize=10&pf=regular&cPageNumber=2&sfid=EBFB096C-CA11-4E32-A231-8A7FA15B5E13&tid=9EF17281-00E5-4C44-A480-A2FCD73E179C
Entertainment,regular,EBFB096C-CA11-4E32-A231-8A7FA15B5E13,Home,9EF17281-00E5-4C44-A480-A2FCD73E179C,2,7,Films Everyone's Watching,E69B7F63-1F17-4A3F-A893-E63432C92353,Container,carousel,0-2x3,{},direct_cd,2,Anthakshari (Malayalam),B8F28A24-C2C6-4A30-9837-0A7F52692823,,movie,movies,,https://catalog-service.cms-qp.opt.quickplay.com/catalog/storefront/landingscreen?ipr=true&ivg=false&sfInfo=true&reg=in&dt=androidmobile&client=sony-sony-androidmobile&chrt=Sony1&cPageSize=10&pf=regular&cPageNumber=2&sfid=EBFB096C-CA11-4E32-A231-8A7FA15B5E13&tid=9EF17281-00E5-4C44-A480-A2FCD73E179C
Entertainment,regular,EBFB096C-CA11-4E32-A231-8A7FA15B5E13,Home,9EF17281-00E5-4C44-A480-A2FCD73E179C,2,7,Films Everyone's Watching,E69B7F63-1F17-4A3F-A893-E63432C92353,Container,carousel,0-2x3,{},direct_cd,3,Aamis,79326DD9-6816-4347-BD7B-019EDF249C2D,,movie,movies,,https://catalog-service.cms-qp.opt.quickplay.com/catalog/storefront/landingscreen?ipr=true&ivg=false&sfInfo=true&reg=in&dt=androidmobile&client=sony-sony-androidmobile&chrt=Sony1&cPageSize=10&pf=regular&cPageNumber=2&sfid=EBFB096C-CA11-4E32-A231-8A7FA15B5E13&tid=9EF17281-00E5-4C44-A480-A2FCD73E179C
Entertainment,regular,EBFB096C-CA11-4E32-A231-8A7FA15B5E13,Home,9EF17281-00E5-4C44-A480-A2FCD73E179C,2,7,Films Everyone's Watching,E69B7F63-1F17-4A3F-A893-E63432C92353,Container,carousel,0-2x3,{},direct_cd,4,Journey Of Love 18 + (Malayalam),CE8C972B-79B7-4F44-93F8-CE422D76E689,,movie,movies,,https://catalog-service.cms-qp.opt.quickplay.com/catalog/storefront/landingscreen?ipr=true&ivg=false&sfInfo=true&reg=in&dt=androidmobile&client=sony-sony-androidmobile&chrt=Sony1&cPageSize=10&pf=regular&cPageNumber=2&sfid=EBFB096C-CA11-4E32-A231-8A7FA15B5E13&tid=9EF17281-00E5-4C44-A480-A2FCD73E179C
Entertainment,regular,EBFB096C-CA11-4E32-A231-8A7FA15B5E13,Home,9EF17281-00E5-4C44-A480-A2FCD73E179C,2,7,Films Everyone's Watching,E69B7F63-1F17-4A3F-A893-E63432C92353,Container,carousel,0-2x3,{},direct_cd,5,Gargi (Tamil),D857D6AB-0516-4D21-B038-049B6377F9FF,,movie,movies,,https://catalog-service.cms-qp.opt.quickplay.com/catalog/storefront/landingscreen?ipr=true&ivg=false&sfInfo=true&reg=in&dt=androidmobile&client=sony-sony-androidmobile&chrt=Sony1&cPageSize=10&pf=regular&cPageNumber=2&sfid=EBFB096C-CA11-4E32-A231-8A7FA15B5E13&tid=9EF17281-00E5-4C44-A480-A2FCD73E179C
Entertainment,regular,EBFB096C-CA11-4E32-A231-8A7FA15B5E13,Home,9EF17281-00E5-4C44-A480-A2FCD73E179C,2,7,Films Everyone's Watching,E69B7F63-1F17-4A3F-A893-E63432C92353,Container,carousel,0-2x3,{},direct_cd,6,Maanaadu (Tamil),C8DE46D5-6391-4C91-B1A5-FDF35C3A65D8,,movie,movies,,https://catalog-service.cms-qp.opt.quickplay.com/catalog/storefront/landingscreen?ipr=true&ivg=false&sfInfo=true&reg=in&dt=androidmobile&client=sony-sony-androidmobile&chrt=Sony1&cPageSize=10&pf=regular&cPageNumber=2&sfid=EBFB096C-CA11-4E32-A231-8A7FA15B5E13&tid=9EF17281-00E5-4C44-A480-A2FCD73E179C
Entertainment,regular,EBFB096C-CA11-4E32-A231-8A7FA15B5E13,Home,9EF17281-00E5-4C44-A480-A2FCD73E179C,2,7,Films Everyone's Watching,E69B7F63-1F17-4A3F-A893-E63432C92353,Container,carousel,0-2x3,{},direct_cd,7,Cobra (Tamil),EF85C5FB-FEC3-4B8F-92D8-BF03861E203F,,movie,movies,,https://catalog-service.cms-qp.opt.quickplay.com/catalog/storefront/landingscreen?ipr=true&ivg=false&sfInfo=true&reg=in&dt=androidmobile&client=sony-sony-androidmobile&chrt=Sony1&cPageSize=10&pf=regular&cPageNumber=2&sfid=EBFB096C-CA11-4E32-A231-8A7FA15B5E13&tid=9EF17281-00E5-4C44-A480-A2FCD73E179C
Entertainment,regular,EBFB096C-CA11-4E32-A231-8A7FA15B5E13,Home,9EF17281-00E5-4C44-A480-A2FCD73E179C,2,7,Films Everyone's Watching,E69B7F63-1F17-4A3F-A893-E63432C92353,Container,carousel,0-2x3,{},direct_cd,8,Bougainvillea (Malayalam),EF5C8A4F-5657-46D4-9753-AAC687F05DEE,,movie,movies,,https://catalog-service.cms-qp.opt.quickplay.com/catalog/storefront/landingscreen?ipr=true&ivg=false&sfInfo=true&reg=in&dt=androidmobile&client=sony-sony-androidmobile&chrt=Sony1&cPageSize=10&pf=regular&cPageNumber=2&sfid=EBFB096C-CA11-4E32-A231-8A7FA15B5E13&tid=9EF17281-00E5-4C44-A480-A2FCD73E179C
Entertainment,regular,EBFB096C-CA11-4E32-A231-8A7FA15B5E13,Home,9EF17281-00E5-4C44-A480-A2FCD73E179C,2,7,Films Everyone's Watching,E69B7F63-1F17-4A3F-A893-E63432C92353,Container,carousel,0-2x3,{},direct_cd,9,Puzhu (Malayalam),F8D0A37C-399A-4175-950E-BAB3199B23A3,,movie,movies,,https://catalog-service.cms-qp.opt.quickplay.com/catalog/storefront/landingscreen?ipr=true&ivg=false&sfInfo=true&reg=in&dt=androidmobile&client=sony-sony-androidmobile&chrt=Sony1&cPageSize=10&pf=regular&cPageNumber=2&sfid=EBFB096C-CA11-4E32-A231-8A7FA15B5E13&tid=9EF17281-00E5-4C44-A480-A2FCD73E179C
Entertainment,regular,EBFB096C-CA11-4E32-A231-8A7FA15B5E13,Home,9EF17281-00E5-4C44-A480-A2FCD73E179C,2,7,Films Everyone's Watching,E69B7F63-1F17-4A3F-A893-E63432C92353,Container,carousel,0-2x3,{},direct_cd,10,Christy (Malayalam),098297D9-3BCC-41A6-89AC-B6C02C54C146,,movie,movies,,https://catalog-service.cms-qp.opt.quickplay.com/catalog/storefront/landingscreen?ipr=true&ivg=false&sfInfo=true&reg=in&dt=androidmobile&client=sony-sony-androidmobile&chrt=Sony1&cPageSize=10&pf=regular&cPageNumber=2&sfid=EBFB096C-CA11-4E32-A231-8A7FA15B5E13&tid=9EF17281-00E5-4C44-A480-A2FCD73E179C
Entertainment,regular,EBFB096C-CA11-4E32-A231-8A7FA15B5E13,Home,9EF17281-00E5-4C44-A480-A2FCD73E179C,2,7,Films Everyone's Watching,E69B7F63-1F17-4A3F-A893-E63432C92353,Container,carousel,0-2x3,{},direct_cd,11,Main Woh Aur Fuji,0756FC24-5EAB-4C5A-8A38-28508FD2880F,,movie,movies,,https://catalog-service.cms-qp.opt.quickplay.com/catalog/storefront/landingscreen?ipr=true&ivg=false&sfInfo=true&reg=in&dt=androidmobile&client=sony-sony-androidmobile&chrt=Sony1&cPageSize=10&pf=regular&cPageNumber=2&sfid=EBFB096C-CA11-4E32-A231-8A7FA15B5E13&tid=9EF17281-00E5-4C44-A480-A2FCD73E179C
Entertainment,regular,EBFB096C-CA11-4E32-A231-8A7FA15B5E13,Home,9EF17281-00E5-4C44-A480-A2FCD73E179C,2,7,Films Everyone's Watching,E69B7F63-1F17-4A3F-A893-E63432C92353,Container,carousel,0-2x3,{},direct_cd,12,Enemy (Tamil),26E0E7FF-2E8E-4C09-A0E4-9D20A4A0930D,,movie,movies,,https://catalog-service.cms-qp.opt.quickplay.com/catalog/storefront/landingscreen?ipr=true&ivg=false&sfInfo=true&reg=in&dt=androidmobile&client=sony-sony-androidmobile&chrt=Sony1&cPageSize=10&pf=regular&cPageNumber=2&sfid=EBFB096C-CA11-4E32-A231-8A7FA15B5E13&tid=9EF17281-00E5-4C44-A480-A2FCD73E179C
Entertainment,regular,EBFB096C-CA11-4E32-A231-8A7FA15B5E13,Home,9EF17281-00E5-4C44-A480-A2FCD73E179C,2,8,Kickstart Your Anime Journey,99D916F2-1A16-4942-AB97-5504C2C595E0,Container,carousel,0-2x3,{},direct_cd,1,Aadavallu Meeku Joharlu (Telugu),6C21AF6A-82F7-4234-8DE5-C19AB89463E3,,movie,movies,,https://catalog-service.cms-qp.opt.quickplay.com/catalog/storefront/landingscreen?ipr=true&ivg=false&sfInfo=true&reg=in&dt=androidmobile&client=sony-sony-androidmobile&chrt=Sony1&cPageSize=10&pf=regular&cPageNumber=2&sfid=EBFB096C-CA11-4E32-A231-8A7FA15B5E13&tid=9EF17281-00E5-4C44-A480-A2FCD73E179C
Entertainment,regular,EBFB096C-CA11-4E32-A231-8A7FA15B5E13,Home,9EF17281-00E5-4C44-A480-A2FCD73E179C,2,8,Kickstart Your Anime Journey,99D916F2-1A16-4942-AB97-5504C2C595E0,Container,carousel,0-2x3,{},direct_cd,2,Love Story,C4CE72B9-FC2A-4B1D-B7AA-779E1D0BD206,,movie,movies,,https://catalog-service.cms-qp.opt.quickplay.com/catalog/storefront/landingscreen?ipr=true&ivg=false&sfInfo=true&reg=in&dt=androidmobile&client=sony-sony-androidmobile&chrt=Sony1&cPageSize=10&pf=regular&cPageNumber=2&sfid=EBFB096C-CA11-4E32-A231-8A7FA15B5E13&tid=9EF17281-00E5-4C44-A480-A2FCD73E179C
Entertainment,regular,EBFB096C-CA11-4E32-A231-8A7FA15B5E13,Home,9EF17281-00E5-4C44-A480-A2FCD73E179C,2,8,Kickstart Your Anime Journey,99D916F2-1A16-4942-AB97-5504C2C595E0,Container,carousel,0-2x3,{},direct_cd,3,Ramarao On Duty (Telugu),49780183-D722-4A85-9264-53F0201AE6D6,,movie,movies,,https://catalog-service.cms-qp.opt.quickplay.com/catalog/storefront/landingscreen?ipr=true&ivg=false&sfInfo=true&reg=in&dt=androidmobile&client=sony-sony-androidmobile&chrt=Sony1&cPageSize=10&pf=regular&cPageNumber=2&sfid=EBFB096C-CA11-4E32-A231-8A7FA15B5E13&tid=9EF17281-00E5-4C44-A480-A2FCD73E179C
Entertainment,regular,EBFB096C-CA11-4E32-A231-8A7FA15B5E13,Home,9EF17281-00E5-4C44-A480-A2FCD73E179C,2,8,Kickstart Your Anime Journey,99D916F2-1A16-4942-AB97-5504C2C595E0,Container,carousel,0-2x3,{},direct_cd,4,Kaanekkaane,2DBA55E2-EEA1-4C91-8AB7-5871D92D81A6,,movie,movies,,https://catalog-service.cms-qp.opt.quickplay.com/catalog/storefront/landingscreen?ipr=true&ivg=false&sfInfo=true&reg=in&dt=androidmobile&client=sony-sony-androidmobile&chrt=Sony1&cPageSize=10&pf=regular&cPageNumber=2&sfid=EBFB096C-CA11-4E32-A231-8A7FA15B5E13&tid=9EF17281-00E5-4C44-A480-A2FCD73E179C
