storefront,pf,storefront_id,tab,tab_id,page,section_index,section,section_id,section_ty,section_lo,iar,bg_style,card_source,card_index,card,card_id,card_ty,cty,cust_sc,source_url,request_url
Entertainment,regular,EBFB096C-CA11-4E32-A231-8A7FA15B5E13,Movies,16008334-C5BE-475E-BE33-E22BB81FE270,1,3,Fast-Paced Action Hits,87DFFAEE-890F-4B07-939B-073A7C0A5363,Container,carousel,0-2x3,{},direct_cd,10,Rekhachithram,CB363F3E-EC0D-486A-A189-A9CDE0BD9520,,movie,movies,,https://catalog-service.cms-qp.opt.quickplay.com/catalog/storefront/landingscreen?ipr=true&ivg=false&sfInfo=true&reg=in&dt=androidmobile&client=sony-sony-androidmobile&chrt=Sony1&cPageSize=10&pf=regular&cPageNumber=1&sfid=EBFB096C-CA11-4E32-A231-8A7FA15B5E13&tid=16008334-C5BE-475E-BE33-E22BB81FE270
Entertainment,regular,EBFB096C-CA11-4E32-A231-8A7FA15B5E13,Movies,16008334-C5BE-475E-BE33-E22BB81FE270,1,3,Fast-Paced Action Hits,87DFFAEE-890F-4B07-939B-073A7C0A5363,Container,carousel,0-2x3,{},direct_cd,11,James (Kannada),B4399E22-C953-4D96-BADD-A13AB016565F,,movie,movies,,https://catalog-service.cms-qp.opt.quickplay.com/catalog/storefront/landingscreen?ipr=true&ivg=false&sfInfo=true&reg=in&dt=androidmobile&client=sony-sony-androidmobile&chrt=Sony1&cPageSize=10&pf=regular&cPageNumber=1&sfid=EBFB096C-CA11-4E32-A231-8A7FA15B5E13&tid=16008334-C5BE-475E-BE33-E22BB81FE270
Entertainment,regular,EBFB096C-CA11-4E32-A231-8A7FA15B5E13,Movies,16008334-C5BE-475E-BE33-E22BB81FE270,1,3,Fast-Paced Action Hits,87DFFAEE-890F-4B07-939B-073A7C0A5363,Container,carousel,0-2x3,{},direct_cd,12,SATYA,FD9D8409-4533-4659-8D2C-FC644646A011,,movie,movies,,https://catalog-service.cms-qp.opt.quickplay.com/catalog/storefront/landingscreen?ipr=true&ivg=false&sfInfo=true&reg=in&dt=androidmobile&client=sony-sony-androidmobile&chrt=Sony1&cPageSize=10&pf=regular&cPageNumber=1&sfid=EBFB096C-CA11-4E32-A231-8A7FA15B5E13&tid=16008334-C5BE-475E-BE33-E22BB81FE270
Entertainment,regular,EBFB096C-CA11-4E32-A231-8A7FA15B5E13,Movies,16008334-C5BE-475E-BE33-E22BB81FE270,1,3,Fast-Paced Action Hits,87DFFAEE-890F-4B07-939B-073A7C0A5363,Container,carousel,0-2x3,{},direct_cd,13,Adiyae (Tamil),C1129F04-3BD1-4DED-A9CA-313B2DA10F48,,movie,movies,,https://catalog-service.cms-qp.opt.quickplay.com/catalog/storefront/landingscreen?ipr=true&ivg=false&sfInfo=true&reg=in&dt=androidmobile&client=sony-sony-androidmobile&chrt=Sony1&cPageSize=10&pf=regular&cPageNumber=1&sfid=EBFB096C-CA11-4E32-A231-8A7FA15B5E13&tid=16008334-C5BE-475E-BE33-E22BB81FE270
Entertainment,regular,EBFB096C-CA11-4E32-A231-8A7FA15B5E13,Movies,16008334-C5BE-475E-BE33-E22BB81FE270,1,3,Fast-Paced Action Hits,87DFFAEE-890F-4B07-939B-073A7C0A5363,Container,carousel,0-2x3,{},direct_cd,14,Journey Of Love 18 + (Malayalam),CE8C972B-79B7-4F44-93F8-CE422D76E689,,movie,movies,,https://catalog-service.cms-qp.opt.quickplay.com/catalog/storefront/landingscreen?ipr=true&ivg=false&sfInfo=true&reg=in&dt=androidmobile&client=sony-sony-androidmobile&chrt=Sony1&cPageSize=10&pf=regular&cPageNumber=1&sfid=EBFB096C-CA11-4E32-A231-8A7FA15B5E13&tid=16008334-C5BE-475E-BE33-E22BB81FE270
Entertainment,regular,EBFB096C-CA11-4E32-A231-8A7FA15B5E13,Movies,16008334-C5BE-475E-BE33-E22BB81FE270,1,3,Fast-Paced Action Hits,87DFFAEE-890F-4B07-939B-073A7C0A5363,Container,carousel,0-2x3,{},direct_cd,15,Thalavan (Malayalam),A3E66D1D-2BB8-494C-8235-F1C7C0B4225D,,movie,movies,,https://catalog-service.cms-qp.opt.quickplay.com/catalog/storefront/landingscreen?ipr=true&ivg=false&sfInfo=true&reg=in&dt=androidmobile&client=sony-sony-androidmobile&chrt=Sony1&cPageSize=10&pf=regular&cPageNumber=1&sfid=EBFB096C-CA11-4E32-A231-8A7FA15B5E13&tid=16008334-C5BE-475E-BE33-E22BB81FE270
Entertainment,regular,EBFB096C-CA11-4E32-A231-8A7FA15B5E13,Movies,16008334-C5BE-475E-BE33-E22BB81FE270,1,3,Fast-Paced Action Hits,87DFFAEE-890F-4B07-939B-073A7C0A5363,Container,carousel,0-2x3,{},direct_cd,16,Enemy (Tamil),26E0E7FF-2E8E-4C09-A0E4-9D20A4A0930D,,movie,movies,,https://catalog-service.cms-qp.opt.quickplay.com/catalog/storefront/landingscreen?ipr=true&ivg=false&sfInfo=true&reg=in&dt=androidmobile&client=sony-sony-androidmobile&chrt=Sony1&cPageSize=10&pf=regular&cPageNumber=1&sfid=EBFB096C-CA11-4E32-A231-8A7FA15B5E13&tid=16008334-C5BE-475E-BE33-E22BB81FE270
Entertainment,regular,EBFB096C-CA11-4E32-A231-8A7FA15B5E13,Movies,16008334-C5BE-475E-BE33-E22BB81FE270,1,3,Fast-Paced Action Hits,87DFFAEE-890F-4B07-939B-073A7C0A5363,Container,carousel,0-2x3,{},direct_cd,17,Gargi (Tamil),D857D6AB-0516-4D21-B038-049B6377F9FF,,movie,movies,,https://catalog-service.cms-qp.opt.quickplay.com/catalog/storefront/landingscreen?ipr=true&ivg=false&sfInfo=true&reg=in&dt=androidmobile&client=sony-sony-androidmobile&chrt=Sony1&cPageSize=10&pf=regular&cPageNumber=1&sfid=EBFB096C-CA11-4E32-A231-8A7FA15B5E13&tid=16008334-C5BE-475E-BE33-E22BB81FE270
Entertainment,regular,EBFB096C-CA11-4E32-A231-8A7FA15B5E13,Movies,16008334-C5BE-475E-BE33-E22BB81FE270,1,3,Fast-Paced Action Hits,87DFFAEE-890F-4B07-939B-073A7C0A5363,Container,carousel,0-2x3,{},direct_cd,18,Bougainvillea (Malayalam),EF5C8A4F-5657-46D4-9753-AAC687F05DEE,,movie,movies,,https://catalog-service.cms-qp.opt.quickplay.com/catalog/storefront/landingscreen?ipr=true&ivg=false&sfInfo=true&reg=in&dt=androidmobile&client=sony-sony-androidmobile&chrt=Sony1&cPageSize=10&pf=regular&cPageNumber=1&sfid=EBFB096C-CA11-4E32-A231-8A7FA15B5E13&tid=16008334-C5BE-475E-BE33-E22BB81FE270
Entertainment,regular,EBFB096C-CA11-4E32-A231-8A7FA15B5E13,Movies,16008334-C5BE-475E-BE33-E22BB81FE270,1,3,Fast-Paced Action Hits,87DFFAEE-890F-4B07-939B-073A7C0A5363,Container,carousel,0-2x3,{},direct_cd,19,Cobra (Tamil),EF85C5FB-FEC3-4B8F-92D8-BF03861E203F,,movie,movies,,https://catalog-service.cms-qp.opt.quickplay.com/catalog/storefront/landingscreen?ipr=true&ivg=false&sfInfo=true&reg=in&dt=androidmobile&client=sony-sony-androidmobile&chrt=Sony1&cPageSize=10&pf=regular&cPageNumber=1&sfid=EBFB096C-CA11-4E32-A231-8A7FA15B5E13&tid=16008334-C5BE-475E-BE33-E22BB81FE270
Entertainment,regular,EBFB096C-CA11-4E32-A231-8A7FA15B5E13,Movies,16008334-C5BE-475E-BE33-E22BB81FE270,1,3,Fast-Paced Action Hits,87DFFAEE-890F-4B07-939B-073A7C0A5363,Container,carousel,0-2x3,{},direct_cd,20,Pani,6768EE6A-97F5-45D9-94B3-26006D1BF4EE,,movie,movies,,https://catalog-service.cms-qp.opt.quickplay.com/catalog/storefront/landingscreen?ipr=true&ivg=false&sfInfo=true&reg=in&dt=androidmobile&client=sony-sony-androidmobile&chrt=Sony1&cPageSize=10&pf=regular&cPageNumber=1&sfid=EBFB096C-CA11-4E32-A231-8A7FA15B5E13&tid=16008334-C5BE-475E-BE33-E22BB81FE270
Entertainment,regular,EBFB096C-CA11-4E32-A231-8A7FA15B5E13,Movies,16008334-C5BE-475E-BE33-E22BB81FE270,1,3,Fast-Paced Action Hits,87DFFAEE-890F-4B07-939B-073A7C0A5363,Container,carousel,0-2x3,{},direct_cd,21,Maanaadu (Tamil),C8DE46D5-6391-4C91-B1A5-FDF35C3A65D8,,movie,movies,,https://catalog-service.cms-qp.opt.quickplay.com/catalog/storefront/landingscreen?ipr=true&ivg=false&sfInfo=true&reg=in&dt=androidmobile&client=sony-sony-androidmobile&chrt=Sony1&cPageSize=10&pf=regular&cPageNumber=1&sfid=EBFB096C-CA11-4E32-A231-8A7FA15B5E13&tid=16008334-C5BE-475E-BE33-E22BB81FE270
Entertainment,regular,EBFB096C-CA11-4E32-A231-8A7FA15B5E13,Movies,16008334-C5BE-475E-BE33-E22BB81FE270,1,3,Fast-Paced Action Hits,87DFFAEE-890F-4B07-939B-073A7C0A5363,Container,carousel,0-2x3,{},direct_cd,22,Kalamkaval,9E5E87C6-254C-4D4D-8114-DA98315F1267,,movie,movies,,https://catalog-service.cms-qp.opt.quickplay.com/catalog/storefront/landingscreen?ipr=true&ivg=false&sfInfo=true&reg=in&dt=androidmobile&client=sony-sony-androidmobile&chrt=Sony1&cPageSize=10&pf=regular&cPageNumber=1&sfid=EBFB096C-CA11-4E32-A231-8A7FA15B5E13&tid=16008334-C5BE-475E-BE33-E22BB81FE270
Entertainment,regular,EBFB096C-CA11-4E32-A231-8A7FA15B5E13,Movies,16008334-C5BE-475E-BE33-E22BB81FE270,1,3,Fast-Paced Action Hits,87DFFAEE-890F-4B07-939B-073A7C0A5363,Container,carousel,0-2x3,{},direct_cd,23,Por Thozhil (Tamil),C5A4E6CD-2DAD-4A79-AC22-C179AB82DBB9,,movie,movies,,https://catalog-service.cms-qp.opt.quickplay.com/catalog/storefront/landingscreen?ipr=true&ivg=false&sfInfo=true&reg=in&dt=androidmobile&client=sony-sony-androidmobile&chrt=Sony1&cPageSize=10&pf=regular&cPageNumber=1&sfid=EBFB096C-CA11-4E32-A231-8A7FA15B5E13&tid=16008334-C5BE-475E-BE33-E22BB81FE270
Entertainment,regular,EBFB096C-CA11-4E32-A231-8A7FA15B5E13,Movies,16008334-C5BE-475E-BE33-E22BB81FE270,1,4,Top Rated Movies in IMDb,36B0E3FD-0A70-4B6B-B756-DCA10D7CC0C6,Container,carousel,0-2x3,{},direct_cd,1,Cobra (Tamil),EF85C5FB-FEC3-4B8F-92D8-BF03861E203F,,movie,movies,,https://catalog-service.cms-qp.opt.quickplay.com/catalog/storefront/landingscreen?ipr=true&ivg=false&sfInfo=true&reg=in&dt=androidmobile&client=sony-sony-androidmobile&chrt=Sony1&cPageSize=10&pf=regular&cPageNumber=1&sfid=EBFB096C-CA11-4E32-A231-8A7FA15B5E13&tid=16008334-C5BE-475E-BE33-E22BB81FE270
Entertainment,regular,EBFB096C-CA11-4E32-A231-8A7FA15B5E13,Movies,16008334-C5BE-475E-BE33-E22BB81FE270,1,4,Top Rated Movies in IMDb,36B0E3FD-0A70-4B6B-B756-DCA10D7CC0C6,Container,carousel,0-2x3,{},direct_cd,2,Pani,6768EE6A-97F5-45D9-94B3-26006D1BF4EE,,movie,movies,,https://catalog-service.cms-qp.opt.quickplay.com/catalog/storefront/landingscreen?ipr=true&ivg=false&sfInfo=true&reg=in&dt=androidmobile&client=sony-sony-androidmobile&chrt=Sony1&cPageSize=10&pf=regular&cPageNumber=1&sfid=EBFB096C-CA11-4E32-A231-8A7FA15B5E13&tid=16008334-C5BE-475E-BE33-E22BB81FE270
Entertainment,regular,EBFB096C-CA11-4E32-A231-8A7FA15B5E13,Movies,16008334-C5BE-475E-BE33-E22BB81FE270,1,4,Top Rated Movies in IMDb,36B0E3FD-0A70-4B6B-B756-DCA10D7CC0C6,Container,carousel,0-2x3,{},direct_cd,3,Maanaadu (Tamil),C8DE46D5-6391-4C91-B1A5-FDF35C3A65D8,,movie,movies,,https://catalog-service.cms-qp.opt.quickplay.com/catalog/storefront/landingscreen?ipr=true&ivg=false&sfInfo=true&reg=in&dt=androidmobile&client=sony-sony-androidmobile&chrt=Sony1&cPageSize=10&pf=regular&cPageNumber=1&sfid=EBFB096C-CA11-4E32-A231-8A7FA15B5E13&tid=16008334-C5BE-475E-BE33-E22BB81FE270
Entertainment,regular,EBFB096C-CA11-4E32-A231-8A7FA15B5E13,Movies,16008334-C5BE-475E-BE33-E22BB81FE270,1,4,Top Rated Movies in IMDb,36B0E3FD-0A70-4B6B-B756-DCA10D7CC0C6,Container,carousel,0-2x3,{},direct_cd,4,Aamis,79326DD9-6816-4347-BD7B-019EDF249C2D,,movie,movies,,https://catalog-service.cms-qp.opt.quickplay.com/catalog/storefront/landingscreen?ipr=true&ivg=false&sfInfo=true&reg=in&dt=androidmobile&client=sony-sony-androidmobile&chrt=Sony1&cPageSize=10&pf=regular&cPageNumber=1&sfid=EBFB096C-CA11-4E32-A231-8A7FA15B5E13&tid=16008334-C5BE-475E-BE33-E22BB81FE270
Entertainment,regular,EBFB096C-CA11-4E32-A231-8A7FA15B5E13,Movies,16008334-C5BE-475E-BE33-E22BB81FE270,1,4,Top Rated Movies in IMDb,36B0E3FD-0A70-4B6B-B756-DCA10D7CC0C6,Container,carousel,0-2x3,{},direct_cd,5,Narivetta,67D4F367-3652-4C07-9AD6-9132FB877025,,movie,movies,,https://catalog-service.cms-qp.opt.quickplay.com/catalog/storefront/landingscreen?ipr=true&ivg=false&sfInfo=true&reg=in&dt=androidmobile&client=sony-sony-androidmobile&chrt=Sony1&cPageSize=10&pf=regular&cPageNumber=1&sfid=EBFB096C-CA11-4E32-A231-8A7FA15B5E13&tid=16008334-C5BE-475E-BE33-E22BB81FE270
Entertainment,regular,EBFB096C-CA11-4E32-A231-8A7FA15B5E13,Movies,16008334-C5BE-475E-BE33-E22BB81FE270,1,4,Top Rated Movies in IMDb,36B0E3FD-0A70-4B6B-B756-DCA10D7CC0C6,Container,carousel,0-2x3,{},direct_cd,6,Puzhu (Malayalam),F8D0A37C-399A-4175-950E-BAB3199B23A3,,movie,movies,,https://catalog-service.cms-qp.opt.quickplay.com/catalog/storefront/landingscreen?ipr=true&ivg=false&sfInfo=true&reg=in&dt=androidmobile&client=sony-sony-androidmobile&chrt=Sony1&cPageSize=10&pf=regular&cPageNumber=1&sfid=EBFB096C-CA11-4E32-A231-8A7FA15B5E13&tid=16008334-C5BE-475E-BE33-E22BB81FE270
Entertainment,regular,EBFB096C-CA11-4E32-A231-8A7FA15B5E13,Movies,16008334-C5BE-475E-BE33-E22BB81FE270,1,4,Top Rated Movies in IMDb,36B0E3FD-0A70-4B6B-B756-DCA10D7CC0C6,Container,carousel,0-2x3,{},direct_cd,7,Main Woh Aur Fuji,0756FC24-5EAB-4C5A-8A38-28508FD2880F,,movie,movies,,https://catalog-service.cms-qp.opt.quickplay.com/catalog/storefront/landingscreen?ipr=true&ivg=false&sfInfo=true&reg=in&dt=androidmobile&client=sony-sony-androidmobile&chrt=Sony1&cPageSize=10&pf=regular&cPageNumber=1&sfid=EBFB096C-CA11-4E32-A231-8A7FA15B5E13&tid=16008334-C5BE-475E-BE33-E22BB81FE270
Entertainment,regular,EBFB096C-CA11-4E32-A231-8A7FA15B5E13,Movies,16008334-C5BE-475E-BE33-E22BB81FE270,1,4,Top Rated Movies in IMDb,36B0E3FD-0A70-4B6B-B756-DCA10D7CC0C6,Container,carousel,0-2x3,{},direct_cd,8,Christy (Malayalam),098297D9-3BCC-41A6-89AC-B6C02C54C146,,movie,movies,,https://catalog-service.cms-qp.opt.quickplay.com/catalog/storefront/landingscreen?ipr=true&ivg=false&sfInfo=true&reg=in&dt=androidmobile&client=sony-sony-androidmobile&chrt=Sony1&cPageSize=10&pf=regular&cPageNumber=1&sfid=EBFB096C-CA11-4E32-A231-8A7FA15B5E13&tid=16008334-C5BE-475E-BE33-E22BB81FE270
Entertainment,regular,EBFB096C-CA11-4E32-A231-8A7FA15B5E13,Movies,16008334-C5BE-475E-BE33-E22BB81FE270,1,4,Top Rated Movies in IMDb,36B0E3FD-0A70-4B6B-B756-DCA10D7CC0C6,Container,carousel,0-2x3,{},direct_cd,9,Mirage,FA547895-DAFD-4945-AEF5-9D171AC03CFB,,movie,movies,,https://catalog-service.cms-qp.opt.quickplay.com/catalog/storefront/landingscreen?ipr=true&ivg=false&sfInfo=true&reg=in&dt=androidmobile&client=sony-sony-androidmobile&chrt=Sony1&cPageSize=10&pf=regular&cPageNumber=1&sfid=EBFB096C-CA11-4E32-A231-8A7FA15B5E13&tid=16008334-C5BE-475E-BE33-E22BB81FE270
Entertainment,regular,EBFB096C-CA11-4E32-A231-8A7FA15B5E13,Movies,16008334-C5BE-475E-BE33-E22BB81FE270,1,4,Top Rated Movies in IMDb,36B0E3FD-0A70-4B6B-B756-DCA10D7CC0C6,Container,carousel,0-2x3,{},direct_cd,10,Marco,4118C923-519C-4B95-9511-829603B9EB5D,,movie,movies,,https://catalog-service.cms-qp.opt.quickplay.com/catalog/storefront/landingscreen?ipr=true&ivg=false&sfInfo=true&reg=in&dt=androidmobile&client=sony-sony-androidmobile&chrt=Sony1&cPageSize=10&pf=regular&cPageNumber=1&sfid=EBFB096C-CA11-4E32-A231-8A7FA15B5E13&tid=16008334-C5BE-475E-BE33-E22BB81FE270
Entertainment,regular,EBFB096C-CA11-4E32-A231-8A7FA15B5E13,Movies,16008334-C5BE-475E-BE33-E22BB81FE270,1,4,Top Rated Movies in IMDb,36B0E3FD-0A70-4B6B-B756-DCA10D7CC0C6,Container,carousel,0-2x3,{},direct_cd,11,Pravinkoodu Shappu,B28A6945-BEFD-4C30-8AB9-D75F8F08FDE7,,movie,movies,,https://catalog-service.cms-qp.opt.quickplay.com/catalog/storefront/landingscreen?ipr=true&ivg=false&sfInfo=true&reg=in&dt=androidmobile&client=sony-sony-androidmobile&chrt=Sony1&cPageSize=10&pf=regular&cPageNumber=1&sfid=EBFB096C-CA11-4E32-A231-8A7FA15B5E13&tid=16008334-C5BE-475E-BE33-E22BB81FE270
Entertainment,regular,EBFB096C-CA11-4E32-A231-8A7FA15B5E13,Movies,16008334-C5BE-475E-BE33-E22BB81FE270,1,4,Top Rated Movies in IMDb,36B0E3FD-0A70-4B6B-B756-DCA10D7CC0C6,Container,carousel,0-2x3,{},direct_cd,12,Bramayugam (Malayalam),90D7BAE1-448B-49CC-9E8D-EE2505A1A551,,movie,movies,,https://catalog-service.cms-qp.opt.quickplay.com/catalog/storefront/landingscreen?ipr=true&ivg=false&sfInfo=true&reg=in&dt=androidmobile&client=sony-sony-androidmobile&chrt=Sony1&cPageSize=10&pf=regular&cPageNumber=1&sfid=EBFB096C-CA11-4E32-A231-8A7FA15B5E13&tid=16008334-C5BE-475E-BE33-E22BB81FE270
Entertainment,regular,EBFB096C-CA11-4E32-A231-8A7FA15B5E13,Movies,16008334-C5BE-475E-BE33-E22BB81FE270,1,5,"Big Stars, Bigger Stories",73261D48-81DB-46DF-91EC-D8F81556102A,Container,carousel,0-2x3,{},direct_cd,1,Ramarao On Duty (Telugu),49780183-D722-4A85-9264-53F0201AE6D6,,movie,movies,,https://catalog-service.cms-qp.opt.quickplay.com/catalog/storefront/landingscreen?ipr=true&ivg=false&sfInfo=true&reg=in&dt=androidmobile&client=sony-sony-androidmobile&chrt=Sony1&cPageSize=10&pf=regular&cPageNumber=1&sfid=EBFB096C-CA11-4E32-A231-8A7FA15B5E13&tid=16008334-C5BE-475E-BE33-E22BB81FE270
Entertainment,regular,EBFB096C-CA11-4E32-A231-8A7FA15B5E13,Movies,16008334-C5BE-475E-BE33-E22BB81FE270,1,5,"Big Stars, Bigger Stories",73261D48-81DB-46DF-91EC-D8F81556102A,Container,carousel,0-2x3,{},direct_cd,2,Love Story,C4CE72B9-FC2A-4B1D-B7AA-779E1D0BD206,,movie,movies,,https://catalog-service.cms-qp.opt.quickplay.com/catalog/storefront/landingscreen?ipr=true&ivg=false&sfInfo=true&reg=in&dt=androidmobile&client=sony-sony-androidmobile&chrt=Sony1&cPageSize=10&pf=regular&cPageNumber=1&sfid=EBFB096C-CA11-4E32-A231-8A7FA15B5E13&tid=16008334-C5BE-475E-BE33-E22BB81FE270
Entertainment,regular,EBFB096C-CA11-4E32-A231-8A7FA15B5E13,Movies,16008334-C5BE-475E-BE33-E22BB81FE270,1,5,"Big Stars, Bigger Stories",73261D48-81DB-46DF-91EC-D8F81556102A,Container,carousel,0-2x3,{},direct_cd,3,Aadavallu Meeku Joharlu (Telugu),6C21AF6A-82F7-4234-8DE5-C19AB89463E3,,movie,movies,,https://catalog-service.cms-qp.opt.quickplay.com/catalog/storefront/landingscreen?ipr=true&ivg=false&sfInfo=true&reg=in&dt=androidmobile&client=sony-sony-androidmobile&chrt=Sony1&cPageSize=10&pf=regular&cPageNumber=1&sfid=EBFB096C-CA11-4E32-A231-8A7FA15B5E13&tid=16008334-C5BE-475E-BE33-E22BB81FE270
Entertainment,regular,EBFB096C-CA11-4E32-A231-8A7FA15B5E13,Movies,16008334-C5BE-475E-BE33-E22BB81FE270,1,5,"Big Stars, Bigger Stories",73261D48-81DB-46DF-91EC-D8F81556102A,Container,carousel,0-2x3,{},direct_cd,4,Agent (Telugu),A0CFCE49-16A2-4F0B-A64E-E9C549CF6026,,movie,movies,,https://catalog-service.cms-qp.opt.quickplay.com/catalog/storefront/landingscreen?ipr=true&ivg=false&sfInfo=true&reg=in&dt=androidmobile&client=sony-sony-androidmobile&chrt=Sony1&cPageSize=10&pf=regular&cPageNumber=1&sfid=EBFB096C-CA11-4E32-A231-8A7FA15B5E13&tid=16008334-C5BE-475E-BE33-E22BB81FE270
Entertainment,regular,EBFB096C-CA11-4E32-A231-8A7FA15B5E13,Movies,16008334-C5BE-475E-BE33-E22BB81FE270,1,5,"Big Stars, Bigger Stories",73261D48-81DB-46DF-91EC-D8F81556102A,Container,carousel,0-2x3,{},direct_cd,5,Baby Girl,D3D1389A-D0FB-460E-BF4A-687D725845EE,,movie,movies,,https://catalog-service.cms-qp.opt.quickplay.com/catalog/storefront/landingscreen?ipr=true&ivg=false&sfInfo=true&reg=in&dt=androidmobile&client=sony-sony-androidmobile&chrt=Sony1&cPageSize=10&pf=regular&cPageNumber=1&sfid=EBFB096C-CA11-4E32-A231-8A7FA15B5E13&tid=16008334-C5BE-475E-BE33-E22BB81FE270
Entertainment,regular,EBFB096C-CA11-4E32-A231-8A7FA15B5E13,Movies,16008334-C5BE-475E-BE33-E22BB81FE270,1,5,"Big Stars, Bigger Stories",73261D48-81DB-46DF-91EC-D8F81556102A,Container,carousel,0-2x3,{},direct_cd,6,Anthakshari (Malayalam),B8F28A24-C2C6-4A30-9837-0A7F52692823,,movie,movies,,https://catalog-service.cms-qp.opt.quickplay.com/catalog/storefront/landingscreen?ipr=true&ivg=false&sfInfo=true&reg=in&dt=androidmobile&client=sony-sony-androidmobile&chrt=Sony1&cPageSize=10&pf=regular&cPageNumber=1&sfid=EBFB096C-CA11-4E32-A231-8A7FA15B5E13&tid=16008334-C5BE-475E-BE33-E22BB81FE270
Entertainment,regular,EBFB096C-CA11-4E32-A231-8A7FA15B5E13,Movies,16008334-C5BE-475E-BE33-E22BB81FE270,1,5,"Big Stars, Bigger Stories",73261D48-81DB-46DF-91EC-D8F81556102A,Container,carousel,0-2x3,{},direct_cd,7,Thittam Irandu (Plan B),AA07A4DF-58BD-48FC-AF6D-B33FBC35C71A,,movie,movies,,https://catalog-service.cms-qp.opt.quickplay.com/catalog/storefront/landingscreen?ipr=true&ivg=false&sfInfo=true&reg=in&dt=androidmobile&client=sony-sony-androidmobile&chrt=Sony1&cPageSize=10&pf=regular&cPageNumber=1&sfid=EBFB096C-CA11-4E32-A231-8A7FA15B5E13&tid=16008334-C5BE-475E-BE33-E22BB81FE270
Entertainment,regular,EBFB096C-CA11-4E32-A231-8A7FA15B5E13,Movies,16008334-C5BE-475E-BE33-E22BB81FE270,1,5,"Big Stars, Bigger Stories",73261D48-81DB-46DF-91EC-D8F81556102A,Container,carousel,0-2x3,{},direct_cd,8,Salute (Malayalam),56A8CCFF-62F1-48FD-8822-1D13ED6E4677,,movie,movies,,https://catalog-service.cms-qp.opt.quickplay.com/catalog/storefront/landingscreen?ipr=true&ivg=false&sfInfo=true&reg=in&dt=androidmobile&client=sony-sony-androidmobile&chrt=Sony1&cPageSize=10&pf=regular&cPageNumber=1&sfid=EBFB096C-CA11-4E32-A231-8A7FA15B5E13&tid=16008334-C5BE-475E-BE33-E22BB81FE270
Entertainment,regular,EBFB096C-CA11-4E32-A231-8A7FA15B5E13,Movies,16008334-C5BE-475E-BE33-E22BB81FE270,1,6,In The Mood For Love,F5D690A9-447D-467E-83C8-3390DF97D303,Container,carousel,0-2x3,{},direct_cd,1,Main Woh Aur Fuji,0756FC24-5EAB-4C5A-8A38-28508FD2880F,,movie,movies,,https://catalog-service.cms-qp.opt.quickplay.com/catalog/storefront/landingscreen?ipr=true&ivg=false&sfInfo=true&reg=in&dt=androidmobile&client=sony-sony-androidmobile&chrt=Sony1&cPageSize=10&pf=regular&cPageNumber=1&sfid=EBFB096C-CA11-4E32-A231-8A7FA15B5E13&tid=16008334-C5BE-475E-BE33-E22BB81FE270
Entertainment,regular,EBFB096C-CA11-4E32-A231-8A7FA15B5E13,Movies,16008334-C5BE-475E-BE33-E22BB81FE270,1,6,In The Mood For Love,F5D690A9-447D-467E-83C8-3390DF97D303,Container,carousel,0-2x3,{},direct_cd,2,Christy (Malayalam),098297D9-3BCC-41A6-89AC-B6C02C54C146,,movie,movies,,https://catalog-service.cms-qp.opt.quickplay.com/catalog/storefront/landingscreen?ipr=true&ivg=false&sfInfo=true&reg=in&dt=androidmobile&client=sony-sony-androidmobile&chrt=Sony1&cPageSize=10&pf=regular&cPageNumber=1&sfid=EBFB096C-CA11-4E32-A231-8A7FA15B5E13&tid=16008334-C5BE-475E-BE33-E22BB81FE270
Entertainment,regular,EBFB096C-CA11-4E32-A231-8A7FA15B5E13,Movies,16008334-C5BE-475E-BE33-E22BB81FE270,1,6,In The Mood For Love,F5D690A9-447D-467E-83C8-3390DF97D303,Container,carousel,0-2x3,{},direct_cd,3,Mirage,FA547895-DAFD-4945-AEF5-9D171AC03CFB,,movie,movies,,https://catalog-service.cms-qp.opt.quickplay.com/catalog/storefront/landingscreen?ipr=true&ivg=false&sfInfo=true&reg=in&dt=androidmobile&client=sony-sony-androidmobile&chrt=Sony1&cPageSize=10&pf=regular&cPageNumber=1&sfid=EBFB096C-CA11-4E32-A231-8A7FA15B5E13&tid=16008334-C5BE-475E-BE33-E22BB81FE270
Entertainment,regular,EBFB096C-CA11-4E32-A231-8A7FA15B5E13,Movies,16008334-C5BE-475E-BE33-E22BB81FE270,1,6,In The Mood For Love,F5D690A9-447D-467E-83C8-3390DF97D303,Container,carousel,0-2x3,{},direct_cd,4,Marco,4118C923-519C-4B95-9511-829603B9EB5D,,movie,movies,,https://catalog-service.cms-qp.opt.quickplay.com/catalog/storefront/landingscreen?ipr=true&ivg=false&sfInfo=true&reg=in&dt=androidmobile&client=sony-sony-androidmobile&chrt=Sony1&cPageSize=10&pf=regular&cPageNumber=1&sfid=EBFB096C-CA11-4E32-A231-8A7FA15B5E13&tid=16008334-C5BE-475E-BE33-E22BB81FE270
